Jugadora,Mes,Fecha,Tipo,DistTotal_m,DistAltaVel_m,Sprints,Acel_Alta,Decel_Alta,CargaMetabolica,DistPorMin
Ivana Pujol Muñoz,April,2026-04-06,E,6895,390,6,52,52,8618,91.93
Garazi Iraia Díaz,April,2026-04-06,E,7029,560,5,56,42,8786,93.72
Enith Urruzola Elexpuru,April,2026-04-06,E,6346,404,6,53,57,7933,84.62
Amaiur Putellas Sampedro,April,2026-04-06,E,7563,406,4,37,53,9454,100.85
Garazi Gil Padrón,April,2026-04-06,E,6653,580,3,49,15,8316,88.71
Adriana Putellas Coll,April,2026-04-06,E,6371,554,6,57,17,7964,84.95
Lola Zubeldia Ojeda,April,2026-04-06,E,7158,765,5,56,36,8947,95.44
Inés Rius Badiola,April,2026-04-07,E,3033,180,6,14,11,3791,40.44
Berta Damaris Zubeldia,April,2026-04-07,E,3449,176,1,43,18,4311,45.99
Feller Caldentey Rubio,April,2026-04-07,E,5078,333,3,36,29,6348,67.71
Olga Sampedro Méndez,April,2026-04-07,E,5046,522,7,34,58,6307,67.28
Esther Banini Valls,April,2026-04-07,E,6269,330,7,43,26,7836,83.59
Amaia Gutiérrez Peña,April,2026-04-07,E,7400,737,5,45,29,9250,98.67
Lucía Rodríguez Szymanowski,April,2026-04-07,E,7040,589,2,10,52,8800,93.88
Sheila Vidal Gabarro,April,2026-04-07,E,7608,443,4,48,22,9511,101.45
Enith Landaluze Goiria,April,2026-04-07,E,7436,653,5,17,38,9295,99.16
Lorena Méndez Molina,April,2026-04-07,E,5722,580,1,23,15,7152,76.3
Ivana Pujol Muñoz,April,2026-04-07,E,6403,380,4,55,53,8004,85.38
Garazi Iraia Díaz,April,2026-04-07,E,6757,342,1,47,22,8447,90.1
Amaiur Putellas Sampedro,April,2026-04-07,E,6652,602,5,35,33,8315,88.7
Garazi Gil Padrón,April,2026-04-07,E,6839,593,1,24,23,8549,91.19
Adriana Putellas Coll,April,2026-04-07,E,7309,518,4,53,16,9136,97.46
Lola Zubeldia Ojeda,April,2026-04-07,E,6434,708,6,55,55,8043,85.79
Inés Rius Badiola,April,2026-04-08,E,3418,223,1,51,54,4272,45.57
Berta Damaris Zubeldia,April,2026-04-08,E,2204,257,5,37,33,2755,29.39
Triana Duggan Cano,April,2026-04-08,E,5539,314,6,32,48,6924,73.86
Feller Caldentey Rubio,April,2026-04-08,E,5534,281,7,23,10,6917,73.79
Olga Sampedro Méndez,April,2026-04-08,E,5567,360,5,29,18,6958,74.23
Esther Banini Valls,April,2026-04-08,E,5379,545,6,22,27,6723,71.72
Amaia Gutiérrez Peña,April,2026-04-08,E,6468,638,0,47,11,8085,86.24
Lucía Rodríguez Szymanowski,April,2026-04-08,E,6769,454,5,23,26,8461,90.26
Sheila Vidal Gabarro,April,2026-04-08,E,7141,719,0,29,21,8926,95.22
Enith Landaluze Goiria,April,2026-04-08,E,7266,526,0,20,34,9083,96.89
Lorena Méndez Molina,April,2026-04-08,E,5433,300,7,54,22,6791,72.44
Ivana Pujol Muñoz,April,2026-04-08,E,7126,757,0,20,53,8907,95.02
Garazi Iraia Díaz,April,2026-04-08,E,7519,582,1,21,28,9399,100.26
Enith Urruzola Elexpuru,April,2026-04-08,E,6606,686,3,20,23,8258,88.09
Amaiur Putellas Sampedro,April,2026-04-08,E,6928,587,4,11,48,8660,92.38
Garazi Gil Padrón,April,2026-04-08,E,6396,482,7,14,30,7995,85.29
Adriana Putellas Coll,April,2026-04-08,E,6806,429,2,50,40,8507,90.75
Lola Zubeldia Ojeda,April,2026-04-08,E,7426,750,3,56,41,9282,99.02
Inés Rius Badiola,April,2026-04-09,E,2509,221,4,37,18,3136,33.45
Berta Damaris Zubeldia,April,2026-04-09,E,2352,211,5,45,40,2940,31.36
Triana Duggan Cano,April,2026-04-09,E,5593,630,0,11,29,6992,74.58
Feller Caldentey Rubio,April,2026-04-09,E,5500,325,7,45,45,6876,73.35
Olga Sampedro Méndez,April,2026-04-09,E,4993,301,7,45,32,6241,66.57
Esther Banini Valls,April,2026-04-09,E,4914,249,1,18,10,6142,65.52
Amaia Gutiérrez Peña,April,2026-04-09,E,7127,523,7,16,29,8909,95.03
Lucía Rodríguez Szymanowski,April,2026-04-09,E,6459,428,3,32,52,8074,86.13
Sheila Vidal Gabarro,April,2026-04-09,E,7038,576,5,28,59,8797,93.84
Enith Landaluze Goiria,April,2026-04-09,E,6805,421,0,24,44,8507,90.75
Lorena Méndez Molina,April,2026-04-09,E,5583,403,4,16,29,6979,74.45
Ivana Pujol Muñoz,April,2026-04-09,E,7064,384,7,16,39,8831,94.2
Garazi Iraia Díaz,April,2026-04-09,E,6603,689,3,51,16,8254,88.04
Amaiur Putellas Sampedro,April,2026-04-09,E,7377,813,2,48,34,9222,98.37
Garazi Gil Padrón,April,2026-04-09,E,7538,814,6,44,53,9422,100.51
Adriana Putellas Coll,April,2026-04-09,E,7184,607,1,15,22,8981,95.8
Lola Zubeldia Ojeda,April,2026-04-09,E,7048,822,6,31,36,8810,93.98
Inés Rius Badiola,April,2026-04-10,E,2633,253,7,22,56,3291,35.11
Berta Damaris Zubeldia,April,2026-04-10,E,2040,244,7,46,11,2550,27.2
Triana Duggan Cano,April,2026-04-10,E,6139,501,7,50,33,7674,81.86
Feller Caldentey Rubio,April,2026-04-10,E,5326,423,1,45,41,6657,71.02
Olga Sampedro Méndez,April,2026-04-10,E,5748,687,5,42,54,7185,76.64
Esther Banini Valls,April,2026-04-10,E,6276,570,2,48,57,7845,83.69
Lucía Rodríguez Szymanowski,April,2026-04-10,E,7119,812,7,58,25,8899,94.93
Sheila Vidal Gabarro,April,2026-04-10,E,7272,527,7,46,16,9091,96.97
Enith Landaluze Goiria,April,2026-04-10,E,6384,741,7,57,26,7981,85.13
Lorena Méndez Molina,April,2026-04-10,E,5857,396,3,21,42,7321,78.1
Ivana Pujol Muñoz,April,2026-04-10,E,7629,687,3,50,20,9536,101.72
Garazi Iraia Díaz,April,2026-04-10,E,6637,457,1,52,22,8297,88.5
Enith Urruzola Elexpuru,April,2026-04-10,E,7387,650,0,26,31,9234,98.5
Amaiur Putellas Sampedro,April,2026-04-10,E,6303,354,7,32,15,7879,84.05
Garazi Gil Padrón,April,2026-04-10,E,7594,639,2,47,20,9492,101.25
Adriana Putellas Coll,April,2026-04-10,E,7224,841,5,42,55,9030,96.32
Lola Zubeldia Ojeda,April,2026-04-10,E,7012,681,4,36,25,8765,93.5
Inés Rius Badiola,April,2026-04-12,P,2588,278,10,34,27,3235,27.24
Berta Damaris Zubeldia,April,2026-04-12,P,2006,112,24,24,28,2507,21.12
Feller Caldentey Rubio,April,2026-04-12,P,10129,795,1,34,58,12661,106.62
Olga Sampedro Méndez,April,2026-04-12,P,10912,720,23,39,24,13641,114.87
Esther Banini Valls,April,2026-04-12,P,11381,710,27,41,56,14226,119.8
Amaia Gutiérrez Peña,April,2026-04-12,P,13878,1263,16,50,48,17348,146.09
Lucía Rodríguez Szymanowski,April,2026-04-12,P,12868,1182,26,45,35,16085,135.45
Sheila Vidal Gabarro,April,2026-04-12,P,15114,1533,2,29,55,18892,159.1
Enith Landaluze Goiria,April,2026-04-12,P,13077,1502,5,32,57,16346,137.66
Lorena Méndez Molina,April,2026-04-12,P,10755,890,17,30,44,13444,113.21
Ivana Pujol Muñoz,April,2026-04-12,P,14785,1482,18,51,17,18481,155.63
Garazi Iraia Díaz,April,2026-04-12,P,13935,1246,14,40,44,17419,146.69
Enith Urruzola Elexpuru,April,2026-04-12,P,13310,907,29,16,15,16637,140.11
Amaiur Putellas Sampedro,April,2026-04-12,P,13380,1302,10,50,14,16726,140.85
Garazi Gil Padrón,April,2026-04-12,P,14336,1630,11,38,10,17920,150.91
Lola Zubeldia Ojeda,April,2026-04-12,P,13031,1025,4,26,26,16288,137.17
Inés Rius Badiola,April,2026-04-13,E,2210,209,3,48,46,2762,29.47
Berta Damaris Zubeldia,April,2026-04-13,E,3408,320,5,28,15,4260,45.44
Triana Duggan Cano,April,2026-04-13,E,5870,658,6,17,35,7337,78.27
Feller Caldentey Rubio,April,2026-04-13,E,5346,630,0,33,58,6683,71.29
Olga Sampedro Méndez,April,2026-04-13,E,6281,529,4,55,27,7852,83.76
Esther Banini Valls,April,2026-04-13,E,5337,503,1,57,46,6671,71.16
Amaia Gutiérrez Peña,April,2026-04-13,E,7217,447,5,35,25,9021,96.23
Lucía Rodríguez Szymanowski,April,2026-04-13,E,6303,719,3,59,12,7878,84.04
Sheila Vidal Gabarro,April,2026-04-13,E,7374,805,0,14,28,9218,98.33
Enith Landaluze Goiria,April,2026-04-13,E,7551,717,7,25,56,9439,100.69
Lorena Méndez Molina,April,2026-04-13,E,5119,311,7,26,51,6399,68.26
Ivana Pujol Muñoz,April,2026-04-13,E,7510,617,4,43,57,9387,100.14
Garazi Iraia Díaz,April,2026-04-13,E,7187,725,7,40,42,8984,95.83
Enith Urruzola Elexpuru,April,2026-04-13,E,6818,576,7,51,22,8522,90.91
Amaiur Putellas Sampedro,April,2026-04-13,E,7471,854,5,55,35,9338,99.61
Garazi Gil Padrón,April,2026-04-13,E,6423,621,1,30,28,8029,85.65
Adriana Putellas Coll,April,2026-04-13,E,6968,801,5,59,18,8710,92.91
Lola Zubeldia Ojeda,April,2026-04-13,E,7025,825,6,20,38,8782,93.68
Inés Rius Badiola,April,2026-04-14,E,2651,160,5,56,54,3313,35.35
Berta Damaris Zubeldia,April,2026-04-14,E,2227,172,0,10,16,2783,29.69
Triana Duggan Cano,April,2026-04-14,E,5938,680,2,31,41,7423,79.18
Feller Caldentey Rubio,April,2026-04-14,E,6193,586,0,59,24,7742,82.58
Olga Sampedro Méndez,April,2026-04-14,E,5711,472,1,56,31,7138,76.15
Esther Banini Valls,April,2026-04-14,E,5289,350,6,35,38,6611,70.52
Amaia Gutiérrez Peña,April,2026-04-14,E,7600,566,1,33,31,9500,101.33
Sheila Vidal Gabarro,April,2026-04-14,E,7388,632,6,50,27,9235,98.51
Enith Landaluze Goiria,April,2026-04-14,E,6367,629,7,36,36,7959,84.9
Lorena Méndez Molina,April,2026-04-14,E,6142,591,3,22,42,7678,81.91
Ivana Pujol Muñoz,April,2026-04-14,E,6558,421,7,31,46,8197,87.44
Garazi Iraia Díaz,April,2026-04-14,E,7011,527,4,38,29,8764,93.49
Enith Urruzola Elexpuru,April,2026-04-14,E,6702,712,4,23,17,8378,89.37
Amaiur Putellas Sampedro,April,2026-04-14,E,6923,631,6,46,10,8654,92.31
Garazi Gil Padrón,April,2026-04-14,E,7135,734,6,30,49,8919,95.14
Adriana Putellas Coll,April,2026-04-14,E,7319,608,6,23,40,9149,97.6
Lola Zubeldia Ojeda,April,2026-04-14,E,6893,662,0,23,58,8616,91.91
Inés Rius Badiola,April,2026-04-15,E,3345,192,7,29,58,4181,44.6
Triana Duggan Cano,April,2026-04-15,E,5812,381,2,57,34,7265,77.5
Feller Caldentey Rubio,April,2026-04-15,E,5938,429,3,28,59,7422,79.17
Olga Sampedro Méndez,April,2026-04-15,E,6085,331,2,23,29,7606,81.14
Esther Banini Valls,April,2026-04-15,E,5291,407,2,33,52,6614,70.55
Amaia Gutiérrez Peña,April,2026-04-15,E,7453,392,2,21,29,9316,99.38
Lucía Rodríguez Szymanowski,April,2026-04-15,E,6873,618,6,21,41,8592,91.65
Sheila Vidal Gabarro,April,2026-04-15,E,7305,398,1,24,58,9131,97.41
Enith Landaluze Goiria,April,2026-04-15,E,6805,435,6,33,25,8506,90.73
Lorena Méndez Molina,April,2026-04-15,E,5208,497,2,47,47,6510,69.45
Enith Urruzola Elexpuru,April,2026-04-15,E,7320,510,4,13,14,9150,97.61
Amaiur Putellas Sampedro,April,2026-04-15,E,7560,643,1,54,56,9450,100.81
Garazi Gil Padrón,April,2026-04-15,E,7503,519,4,10,55,9378,100.04
Adriana Putellas Coll,April,2026-04-15,E,7539,536,5,31,53,9424,100.53
Lola Zubeldia Ojeda,April,2026-04-15,E,7490,545,4,14,58,9363,99.87
Inés Rius Badiola,April,2026-04-16,E,2704,191,7,17,28,3380,36.05
Berta Damaris Zubeldia,April,2026-04-16,E,2152,210,3,52,38,2690,28.69
Triana Duggan Cano,April,2026-04-16,E,4953,368,7,51,24,6191,66.05
Feller Caldentey Rubio,April,2026-04-16,E,5415,399,1,34,31,6769,72.21
Olga Sampedro Méndez,April,2026-04-16,E,5206,543,5,13,48,6508,69.42
Esther Banini Valls,April,2026-04-16,E,5532,280,1,37,10,6916,73.77
Amaia Gutiérrez Peña,April,2026-04-16,E,6694,441,6,49,25,8368,89.26
Sheila Vidal Gabarro,April,2026-04-16,E,7322,563,2,37,44,9152,97.63
Enith Landaluze Goiria,April,2026-04-16,E,6323,477,7,10,50,7904,84.31
Ivana Pujol Muñoz,April,2026-04-16,E,6621,740,7,42,42,8277,88.29
Garazi Iraia Díaz,April,2026-04-16,E,6948,413,6,16,18,8685,92.65
Enith Urruzola Elexpuru,April,2026-04-16,E,7085,682,2,25,42,8857,94.48
Amaiur Putellas Sampedro,April,2026-04-16,E,6808,458,1,40,36,8510,90.78
Garazi Gil Padrón,April,2026-04-16,E,6497,330,5,52,53,8121,86.63
Adriana Putellas Coll,April,2026-04-16,E,6390,681,5,31,54,7988,85.21
Lola Zubeldia Ojeda,April,2026-04-16,E,6360,738,4,42,13,7950,84.8
Inés Rius Badiola,April,2026-04-17,E,2631,161,6,15,38,3288,35.08
Berta Damaris Zubeldia,April,2026-04-17,E,3482,333,7,57,19,4352,46.43
Triana Duggan Cano,April,2026-04-17,E,6176,716,0,34,15,7720,82.36
Feller Caldentey Rubio,April,2026-04-17,E,5567,439,7,22,45,6959,74.23
Olga Sampedro Méndez,April,2026-04-17,E,5087,374,2,17,17,6359,67.83
Amaia Gutiérrez Peña,April,2026-04-17,E,7664,873,5,27,24,9580,102.19
Lucía Rodríguez Szymanowski,April,2026-04-17,E,6964,666,2,33,30,8705,92.86
Sheila Vidal Gabarro,April,2026-04-17,E,6568,775,0,32,59,8210,87.58
Enith Landaluze Goiria,April,2026-04-17,E,6918,484,2,46,32,8648,92.25
Lorena Méndez Molina,April,2026-04-17,E,5416,289,0,30,35,6771,72.23
Ivana Pujol Muñoz,April,2026-04-17,E,7685,809,7,49,18,9606,102.47
Garazi Iraia Díaz,April,2026-04-17,E,7096,660,0,57,52,8870,94.62
Enith Urruzola Elexpuru,April,2026-04-17,E,6902,819,4,45,49,8627,92.03
Amaiur Putellas Sampedro,April,2026-04-17,E,7482,562,1,33,54,9353,99.77
Garazi Gil Padrón,April,2026-04-17,E,7054,713,3,52,56,8818,94.06
Adriana Putellas Coll,April,2026-04-17,E,7456,819,5,22,18,9320,99.41
Lola Zubeldia Ojeda,April,2026-04-17,E,7552,831,7,20,17,9441,100.71
Inés Rius Badiola,April,2026-04-19,P,2754,169,17,24,38,3442,28.99
Berta Damaris Zubeldia,April,2026-04-19,P,2602,191,13,32,26,3252,27.39
Triana Duggan Cano,April,2026-04-19,P,11679,703,27,48,41,14599,122.94
Feller Caldentey Rubio,April,2026-04-19,P,11968,1308,7,18,31,14960,125.99
Olga Sampedro Méndez,April,2026-04-19,P,11409,1144,1,25,49,14261,120.1
Esther Banini Valls,April,2026-04-19,P,12471,1040,10,29,31,15589,131.28
Amaia Gutiérrez Peña,April,2026-04-19,P,12923,1399,6,56,12,16154,136.04
Sheila Vidal Gabarro,April,2026-04-19,P,12700,990,15,22,13,15875,133.69
Lorena Méndez Molina,April,2026-04-19,P,11960,719,0,15,51,14950,125.9
Ivana Pujol Muñoz,April,2026-04-19,P,14370,1379,24,52,31,17963,151.27
Garazi Iraia Díaz,April,2026-04-19,P,13509,1285,18,53,44,16887,142.21
Enith Urruzola Elexpuru,April,2026-04-19,P,14238,1454,6,24,35,17798,149.88
Amaiur Putellas Sampedro,April,2026-04-19,P,15146,923,8,41,47,18932,159.43
Garazi Gil Padrón,April,2026-04-19,P,12805,755,1,17,38,16006,134.79
Adriana Putellas Coll,April,2026-04-19,P,13885,1093,10,35,17,17357,146.17
Lola Zubeldia Ojeda,April,2026-04-19,P,15322,1467,15,39,41,19152,161.29
Inés Rius Badiola,April,2026-04-20,E,2538,203,7,22,27,3172,33.84
Berta Damaris Zubeldia,April,2026-04-20,E,3489,368,6,49,38,4361,46.52
Triana Duggan Cano,April,2026-04-20,E,5445,284,6,56,23,6806,72.6
Feller Caldentey Rubio,April,2026-04-20,E,5510,654,1,25,59,6888,73.48
Olga Sampedro Méndez,April,2026-04-20,E,5079,345,2,58,59,6349,67.72
Esther Banini Valls,April,2026-04-20,E,5702,619,0,53,55,7128,76.03
Amaia Gutiérrez Peña,April,2026-04-20,E,7048,770,0,18,34,8810,93.97
Lucía Rodríguez Szymanowski,April,2026-04-20,E,6690,729,4,16,53,8363,89.21
Sheila Vidal Gabarro,April,2026-04-20,E,7271,816,4,57,40,9089,96.96
Enith Landaluze Goiria,April,2026-04-20,E,7048,415,2,56,30,8810,93.98
Lorena Méndez Molina,April,2026-04-20,E,5443,552,4,10,42,6804,72.58
Ivana Pujol Muñoz,April,2026-04-20,E,6814,774,5,35,21,8517,90.86
Garazi Iraia Díaz,April,2026-04-20,E,7341,507,0,58,18,9176,97.88
Enith Urruzola Elexpuru,April,2026-04-20,E,6400,694,4,37,51,8000,85.34
Amaiur Putellas Sampedro,April,2026-04-20,E,7070,782,3,35,24,8837,94.27
Garazi Gil Padrón,April,2026-04-20,E,6620,702,3,45,27,8276,88.28
Adriana Putellas Coll,April,2026-04-20,E,6791,585,7,35,49,8488,90.55
Lola Zubeldia Ojeda,April,2026-04-20,E,7082,830,0,49,26,8853,94.44
Inés Rius Badiola,April,2026-04-21,E,3254,367,0,37,45,4067,43.39
Berta Damaris Zubeldia,April,2026-04-21,E,2626,163,5,58,17,3282,35.01
Triana Duggan Cano,April,2026-04-21,E,5489,538,3,48,28,6861,73.19
Feller Caldentey Rubio,April,2026-04-21,E,6113,441,3,13,35,7642,81.52
Olga Sampedro Méndez,April,2026-04-21,E,5422,490,4,44,37,6778,72.3
Esther Banini Valls,April,2026-04-21,E,5998,603,7,38,17,7498,79.98
Amaia Gutiérrez Peña,April,2026-04-21,E,6655,429,2,23,29,8319,88.74
Lucía Rodríguez Szymanowski,April,2026-04-21,E,6570,634,2,27,56,8212,87.6
Sheila Vidal Gabarro,April,2026-04-21,E,7449,756,0,39,28,9311,99.32
Enith Landaluze Goiria,April,2026-04-21,E,7404,582,1,24,29,9255,98.72
Lorena Méndez Molina,April,2026-04-21,E,6269,535,7,43,31,7836,83.59
Ivana Pujol Muñoz,April,2026-04-21,E,6369,431,3,46,33,7961,84.92
Garazi Iraia Díaz,April,2026-04-21,E,6718,803,1,46,22,8397,89.58
Enith Urruzola Elexpuru,April,2026-04-21,E,6961,637,4,19,18,8701,92.82
Amaiur Putellas Sampedro,April,2026-04-21,E,7052,631,7,33,40,8815,94.03
Garazi Gil Padrón,April,2026-04-21,E,6457,686,3,47,15,8072,86.1
Adriana Putellas Coll,April,2026-04-21,E,7060,788,4,29,46,8825,94.14
Lola Zubeldia Ojeda,April,2026-04-21,E,6640,560,5,37,46,8301,88.55
Inés Rius Badiola,April,2026-04-22,E,2228,116,3,23,17,2785,29.71
Berta Damaris Zubeldia,April,2026-04-22,E,3433,351,3,28,45,4291,45.77
Triana Duggan Cano,April,2026-04-22,E,6244,576,0,20,24,7805,83.26
Feller Caldentey Rubio,April,2026-04-22,E,6146,367,3,50,19,7683,81.95
Olga Sampedro Méndez,April,2026-04-22,E,5779,632,6,16,14,7223,77.05
Esther Banini Valls,April,2026-04-22,E,5329,628,7,38,17,6661,71.06
Amaia Gutiérrez Peña,April,2026-04-22,E,6829,545,6,38,34,8537,91.06
Sheila Vidal Gabarro,April,2026-04-22,E,6305,702,3,51,11,7881,84.07
Enith Landaluze Goiria,April,2026-04-22,E,6366,474,7,49,32,7958,84.89
Lorena Méndez Molina,April,2026-04-22,E,5324,307,7,26,50,6655,70.99
Ivana Pujol Muñoz,April,2026-04-22,E,7668,580,4,49,37,9585,102.24
Garazi Iraia Díaz,April,2026-04-22,E,7675,736,7,15,54,9594,102.34
Enith Urruzola Elexpuru,April,2026-04-22,E,7515,648,4,11,39,9394,100.21
Amaiur Putellas Sampedro,April,2026-04-22,E,6776,717,1,59,51,8470,90.36
Garazi Gil Padrón,April,2026-04-22,E,7288,547,5,37,18,9110,97.18
Adriana Putellas Coll,April,2026-04-22,E,7549,569,2,19,52,9437,100.66
Inés Rius Badiola,April,2026-04-23,E,3258,279,2,20,32,4072,43.44
Berta Damaris Zubeldia,April,2026-04-23,E,2927,239,2,47,46,3658,39.03
Triana Duggan Cano,April,2026-04-23,E,5173,478,3,19,16,6467,68.98
Olga Sampedro Méndez,April,2026-04-23,E,5795,521,3,56,35,7244,77.28
Esther Banini Valls,April,2026-04-23,E,6287,460,2,36,28,7859,83.84
Amaia Gutiérrez Peña,April,2026-04-23,E,7114,640,3,21,35,8892,94.86
Lucía Rodríguez Szymanowski,April,2026-04-23,E,6797,579,7,27,10,8497,90.64
Sheila Vidal Gabarro,April,2026-04-23,E,7300,709,7,30,17,9125,97.34
Enith Landaluze Goiria,April,2026-04-23,E,6402,589,3,15,26,8002,85.36
Lorena Méndez Molina,April,2026-04-23,E,5691,500,1,22,32,7114,75.89
Ivana Pujol Muñoz,April,2026-04-23,E,6637,667,0,49,42,8297,88.5
Garazi Iraia Díaz,April,2026-04-23,E,6653,584,0,52,44,8316,88.71
Enith Urruzola Elexpuru,April,2026-04-23,E,7301,693,7,40,41,9126,97.35
Amaiur Putellas Sampedro,April,2026-04-23,E,6831,639,5,42,16,8539,91.09
Garazi Gil Padrón,April,2026-04-23,E,7413,478,2,53,51,9266,98.84
Adriana Putellas Coll,April,2026-04-23,E,7614,591,1,32,45,9518,101.53
Lola Zubeldia Ojeda,April,2026-04-23,E,6898,478,7,28,20,8623,91.98
Inés Rius Badiola,April,2026-04-24,E,3371,330,6,29,12,4213,44.95
Berta Damaris Zubeldia,April,2026-04-24,E,2856,167,3,40,47,3570,38.08
Triana Duggan Cano,April,2026-04-24,E,5550,507,4,43,53,6938,74.01
Feller Caldentey Rubio,April,2026-04-24,E,6267,357,5,21,51,7834,83.56
Olga Sampedro Méndez,April,2026-04-24,E,5609,336,6,22,21,7011,74.79
Esther Banini Valls,April,2026-04-24,E,5339,398,0,46,44,6673,71.19
Amaia Gutiérrez Peña,April,2026-04-24,E,6986,355,3,54,19,8733,93.16
Lucía Rodríguez Szymanowski,April,2026-04-24,E,7377,502,3,51,44,9222,98.37
Sheila Vidal Gabarro,April,2026-04-24,E,7087,649,5,13,21,8859,94.5
Enith Landaluze Goiria,April,2026-04-24,E,7140,674,2,36,10,8925,95.21
Lorena Méndez Molina,April,2026-04-24,E,5624,465,0,12,54,7030,74.99
Ivana Pujol Muñoz,April,2026-04-24,E,6870,754,3,24,48,8588,91.61
Garazi Iraia Díaz,April,2026-04-24,E,7239,862,5,15,59,9048,96.52
Enith Urruzola Elexpuru,April,2026-04-24,E,7134,739,4,48,15,8917,95.12
Amaiur Putellas Sampedro,April,2026-04-24,E,6726,482,2,42,49,8408,89.69
Garazi Gil Padrón,April,2026-04-24,E,6773,478,0,46,57,8467,90.32
Adriana Putellas Coll,April,2026-04-24,E,6975,703,4,34,21,8718,93.0
Lola Zubeldia Ojeda,April,2026-04-24,E,7530,579,2,17,58,9413,100.41
Inés Rius Badiola,April,2026-04-26,P,2782,273,9,36,21,3477,29.28
Berta Damaris Zubeldia,April,2026-04-26,P,2975,267,0,37,12,3718,31.32
Triana Duggan Cano,April,2026-04-26,P,11213,688,24,30,27,14016,118.04
Feller Caldentey Rubio,April,2026-04-26,P,12068,1376,7,18,49,15086,127.04
Olga Sampedro Méndez,April,2026-04-26,P,12055,621,24,40,47,15068,126.9
Esther Banini Valls,April,2026-04-26,P,10499,1015,9,35,32,13124,110.53
Amaia Gutiérrez Peña,April,2026-04-26,P,15254,1829,23,16,26,19068,160.58
Lucía Rodríguez Szymanowski,April,2026-04-26,P,13280,1170,0,53,48,16600,139.79
Sheila Vidal Gabarro,April,2026-04-26,P,12910,1250,0,26,46,16138,135.9
Enith Landaluze Goiria,April,2026-04-26,P,14383,766,26,49,48,17979,151.41
Lorena Méndez Molina,April,2026-04-26,P,10001,1007,4,50,23,12501,105.28
Ivana Pujol Muñoz,April,2026-04-26,P,13168,970,25,38,40,16460,138.62
Garazi Iraia Díaz,April,2026-04-26,P,12668,1135,2,27,30,15835,133.35
Enith Urruzola Elexpuru,April,2026-04-26,P,13658,808,2,29,47,17073,143.78
Amaiur Putellas Sampedro,April,2026-04-26,P,12893,908,18,13,49,16116,135.72
Garazi Gil Padrón,April,2026-04-26,P,14860,1605,11,41,45,18575,156.43
Adriana Putellas Coll,April,2026-04-26,P,14365,1062,16,31,13,17956,151.21
Lola Zubeldia Ojeda,April,2026-04-26,P,15210,1335,19,44,39,19013,160.12
Inés Rius Badiola,April,2026-04-27,E,2272,261,4,43,39,2840,30.29
Berta Damaris Zubeldia,April,2026-04-27,E,3165,246,4,25,30,3956,42.2
Triana Duggan Cano,April,2026-04-27,E,5723,456,2,33,39,7154,76.31
Feller Caldentey Rubio,April,2026-04-27,E,5377,456,4,27,48,6721,71.7
Olga Sampedro Méndez,April,2026-04-27,E,5368,642,6,27,20,6710,71.58
Esther Banini Valls,April,2026-04-27,E,5841,594,3,55,16,7301,77.89
Amaia Gutiérrez Peña,April,2026-04-27,E,6778,405,6,45,20,8472,90.38
Lucía Rodríguez Szymanowski,April,2026-04-27,E,6675,353,7,32,43,8344,89.0
Sheila Vidal Gabarro,April,2026-04-27,E,7073,836,4,46,59,8841,94.31
Enith Landaluze Goiria,April,2026-04-27,E,7212,657,7,36,38,9015,96.17
Lorena Méndez Molina,April,2026-04-27,E,5438,479,1,51,48,6798,72.52
Ivana Pujol Muñoz,April,2026-04-27,E,6329,697,4,23,54,7911,84.39
Garazi Iraia Díaz,April,2026-04-27,E,6934,432,2,45,50,8668,92.46
Enith Urruzola Elexpuru,April,2026-04-27,E,6623,706,3,16,39,8278,88.31
Amaiur Putellas Sampedro,April,2026-04-27,E,7132,784,0,33,10,8915,95.1
Garazi Gil Padrón,April,2026-04-27,E,7459,581,0,16,32,9324,99.46
Adriana Putellas Coll,April,2026-04-27,E,7327,515,5,15,17,9159,97.71
Lola Zubeldia Ojeda,April,2026-04-27,E,6655,442,7,31,42,8319,88.74
Inés Rius Badiola,April,2026-04-28,E,3357,360,3,26,24,4196,44.76
Berta Damaris Zubeldia,April,2026-04-28,E,2080,146,0,28,10,2600,27.73
Triana Duggan Cano,April,2026-04-28,E,5386,597,1,46,37,6733,71.83
Feller Caldentey Rubio,April,2026-04-28,E,5367,306,3,43,53,6709,71.57
Olga Sampedro Méndez,April,2026-04-28,E,5124,573,6,45,29,6405,68.32
Esther Banini Valls,April,2026-04-28,E,6148,354,0,35,40,7685,81.98
Amaia Gutiérrez Peña,April,2026-04-28,E,6751,709,0,11,22,8439,90.02
Lucía Rodríguez Szymanowski,April,2026-04-28,E,7369,740,5,47,50,9212,98.26
Sheila Vidal Gabarro,April,2026-04-28,E,7052,440,3,23,20,8815,94.03
Lorena Méndez Molina,April,2026-04-28,E,6292,345,0,55,13,7865,83.9
Ivana Pujol Muñoz,April,2026-04-28,E,7629,768,3,45,21,9537,101.73
Garazi Iraia Díaz,April,2026-04-28,E,6951,805,5,58,56,8689,92.69
Enith Urruzola Elexpuru,April,2026-04-28,E,7187,613,6,25,17,8984,95.83
Amaiur Putellas Sampedro,April,2026-04-28,E,6996,707,2,22,44,8745,93.29
Garazi Gil Padrón,April,2026-04-28,E,6772,355,6,28,18,8465,90.3
